Aux out [V]	Aux in [V]	PDH out [a.u.]
-2.2288E-1	7.3072E-1	-1.2300E+2
-2.2076E-1	7.2950E-1	-5.7400E+2
-2.1888E-1	7.3145E-1	-1.5200E+2
-2.1700E-1	7.2975E-1	-2.0000E+0
-2.1512E-1	7.3048E-1	-4.3400E+2
-2.1323E-1	7.2950E-1	-5.0400E+2
-2.1112E-1	7.2999E-1	-3.0100E+2
-2.0923E-1	7.2975E-1	-2.2000E+2
-2.0735E-1	7.3023E-1	-3.2000E+1
-2.0547E-1	7.2950E-1	-5.6700E+2
-2.0359E-1	7.3096E-1	-3.8600E+2
-2.0147E-1	7.2975E-1	-3.9000E+1
-1.9959E-1	7.2877E-1	-3.1100E+2
-1.9770E-1	7.3023E-1	-2.3900E+2
-1.9582E-1	7.3048E-1	-1.8300E+2
-1.9394E-1	7.2853E-1	3.4800E+2
-1.9206E-1	7.2999E-1	-2.5000E+2
-1.8994E-1	7.2975E-1	-2.3000E+1
-1.8817E-1	7.2829E-1	1.0000E+1
-1.8629E-1	7.2999E-1	-2.4000E+1
-1.8441E-1	7.2829E-1	-6.5400E+2
-1.8253E-1	7.2877E-1	-1.8000E+1
-1.8041E-1	7.2950E-1	-4.1300E+2
-1.7852E-1	7.3072E-1	-3.8700E+2
-1.7664E-1	7.3072E-1	-7.3300E+2
-1.7476E-1	7.3072E-1	-3.5000E+1
-1.7288E-1	7.2877E-1	-4.6000E+1
-1.7076E-1	7.2902E-1	-7.0300E+2
-1.6888E-1	7.2902E-1	-8.1200E+2
-1.6699E-1	7.2902E-1	-1.0520E+3
-1.6511E-1	7.2975E-1	-2.3600E+2
-1.6323E-1	7.2877E-1	-2.5500E+2
-1.6111E-1	7.2780E-1	-5.0500E+2
-1.5923E-1	7.2902E-1	-4.3600E+2
-1.5735E-1	7.3023E-1	-7.8100E+2
-1.5546E-1	7.2902E-1	2.7000E+2
-1.5358E-1	7.2975E-1	-6.4400E+2
-1.5146E-1	7.2926E-1	-1.1990E+3
-1.4958E-1	7.3048E-1	-6.3600E+2
-1.4770E-1	7.2999E-1	-3.6400E+2
-1.4582E-1	7.2902E-1	-7.4300E+2
